,age,job,marital,education,default,housing,loan,contact,month,day_of_week,duration,campaign,pdays,previous,poutcome,y
5213,38,admin.,married,high.school,no,yes,no,cellular,oct,wed,108.0,1,999,0,nonexistent,no
5214,32,admin.,single,high.school,no,yes,yes,cellular,may,tue,209.0,2,999,0,nonexistent,no
5215,29,technician,single,high.school,no,no,no,cellular,jul,fri,33.0,1,999,0,nonexistent,no
5216,33,blue-collar,single,basic.6y,unknown,no,no,cellular,may,thu,100.0,2,999,0,nonexistent,no
5217,27,unemployed,married,basic.9y,unknown,no,no,telephone,jul,tue,200.0,1,999,0,nonexistent,no
5218,39,services,divorced,high.school,no,yes,no,telephone,jun,mon,81.0,5,999,0,nonexistent,no
5219,38,admin.,married,university.degree,no,yes,no,cellular,aug,tue,748.0,2,999,0,nonexistent,no
5220,27,blue-collar,married,basic.9y,no,yes,no,telephone,jun,tue,72.0,1,999,0,nonexistent,no
5221,33,admin.,single,university.degree,no,no,no,cellular,jun,wed,254.0,1,999,2,failure,no
5222,55,retired,married,high.school,no,no,no,cellular,apr,fri,401.0,1,8,1,success,no
5223,29,admin.,single,university.degree,no,no,no,telephone,may,fri,98.0,1,999,0,nonexistent,no
5224,51,blue-collar,married,basic.4y,no,no,no,cellular,aug,tue,132.0,2,999,0,nonexistent,no
5225,39,admin.,single,university.degree,no,yes,no,cellular,apr,mon,72.0,1,999,1,failure,no
5226,37,admin.,married,university.degree,no,yes,no,cellular,jul,wed,353.0,1,999,0,nonexistent,no
5227,51,blue-collar,single,illiterate,unknown,yes,no,cellular,may,fri,259.0,3,999,0,nonexistent,no
5228,35,housemaid,divorced,basic.9y,no,no,no,cellular,nov,wed,60.0,1,999,1,failure,no
5229,40,technician,single,university.degree,no,yes,yes,cellular,aug,fri,150.0,2,999,0,nonexistent,no
5230,37,management,married,university.degree,no,no,yes,cellular,may,tue,252.0,1,999,0,nonexistent,no
5231,39,admin.,married,professional.course,no,no,no,cellular,aug,wed,37.0,2,999,0,nonexistent,no
5232,27,blue-collar,married,university.degree,no,no,yes,cellular,may,wed,131.0,1,999,0,nonexistent,no
5233,56,retired,married,basic.4y,no,no,no,cellular,nov,fri,163.0,2,999,1,failure,no
5234,30,blue-collar,married,basic.9y,no,yes,no,cellular,jul,wed,547.0,2,999,0,nonexistent,no
5235,52,admin.,married,high.school,no,no,no,telephone,jul,tue,790.0,1,999,0,nonexistent,no
5236,37,technician,married,university.degree,no,no,no,telephone,jun,thu,82.0,1,999,0,nonexistent,no
5237,38,blue-collar,divorced,basic.4y,unknown,no,no,telephone,may,mon,168.0,3,999,0,nonexistent,no
5238,29,technician,single,university.degree,no,yes,yes,cellular,jul,wed,1089.0,6,999,0,nonexistent,no
5239,49,blue-collar,married,high.school,unknown,yes,no,cellular,aug,thu,199.0,1,999,0,nonexistent,no
5240,57,self-employed,married,university.degree,no,yes,no,cellular,may,mon,949.0,3,999,0,nonexistent,yes
5241,57,blue-collar,married,basic.4y,unknown,no,no,cellular,jul,fri,179.0,2,999,0,nonexistent,no
5242,39,blue-collar,married,basic.6y,no,yes,no,telephone,jun,wed,52.0,2,999,0,nonexistent,no
5243,43,admin.,married,university.degree,no,no,no,cellular,jul,tue,187.0,2,999,0,nonexistent,no
5244,37,blue-collar,single,high.school,no,no,no,telephone,may,fri,79.0,1,999,0,nonexistent,no
5245,36,blue-collar,married,professional.course,unknown,yes,no,telephone,jun,fri,9.0,2,999,0,nonexistent,no
5246,40,admin.,married,university.degree,unknown,no,no,cellular,aug,tue,73.0,1,999,0,nonexistent,no
5247,37,admin.,single,university.degree,no,no,no,cellular,apr,tue,283.0,3,999,0,nonexistent,no
5248,35,admin.,married,basic.9y,no,yes,no,cellular,jul,tue,274.0,3,999,0,nonexistent,no
5249,30,admin.,single,university.degree,no,no,yes,cellular,jun,fri,199.0,1,3,1,success,yes
5250,42,blue-collar,married,basic.9y,no,no,no,cellular,may,thu,190.0,1,999,0,nonexistent,no
5251,42,technician,married,basic.6y,no,no,no,cellular,nov,tue,166.0,2,999,1,failure,no
5252,32,services,married,high.school,no,no,no,cellular,apr,fri,65.0,1,999,1,failure,no
5253,42,technician,single,university.degree,no,yes,no,cellular,aug,thu,213.0,1,999,0,nonexistent,no
5254,38,admin.,single,university.degree,no,yes,no,cellular,may,mon,182.0,2,999,0,nonexistent,no
5255,31,management,single,university.degree,no,yes,no,cellular,may,thu,8.0,4,999,1,failure,no
5256,30,blue-collar,single,basic.4y,no,yes,no,cellular,jul,tue,122.0,2,999,0,nonexistent,no
5257,37,technician,single,university.degree,no,no,no,cellular,aug,tue,59.0,2,999,0,nonexistent,no
5258,41,admin.,divorced,university.degree,no,no,no,cellular,jul,mon,101.0,3,999,0,nonexistent,no
5259,44,admin.,married,university.degree,no,yes,yes,cellular,apr,fri,274.0,1,999,0,nonexistent,no
5260,34,services,married,professional.course,no,yes,yes,cellular,may,mon,275.0,3,999,0,nonexistent,no
5261,36,services,divorced,basic.9y,no,yes,no,cellular,may,tue,255.0,2,999,0,nonexistent,no
5262,37,blue-collar,married,unknown,no,no,no,telephone,jun,fri,34.0,3,999,0,nonexistent,no
5263,57,retired,married,high.school,no,no,no,cellular,jul,tue,193.0,9,999,0,nonexistent,no
5264,29,management,single,university.degree,no,yes,no,cellular,nov,fri,155.0,7,999,0,nonexistent,no
5265,51,blue-collar,married,basic.9y,unknown,yes,no,cellular,nov,tue,62.0,1,999,0,nonexistent,no
5266,39,blue-collar,married,basic.4y,unknown,yes,no,telephone,jun,mon,466.0,1,999,0,nonexistent,no
5267,21,admin.,single,high.school,no,yes,no,cellular,jul,wed,102.0,1,999,0,nonexistent,no
5268,35,services,married,basic.9y,unknown,no,no,cellular,may,mon,69.0,2,999,1,failure,no
5269,47,admin.,divorced,university.degree,no,no,no,telephone,may,tue,196.0,1,999,0,nonexistent,no
5270,32,blue-collar,single,basic.9y,no,yes,no,telephone,jun,tue,29.0,1,999,0,nonexistent,no
5271,35,technician,married,professional.course,unknown,yes,no,cellular,aug,mon,189.0,5,999,0,nonexistent,no
5272,41,unknown,married,basic.6y,no,no,yes,telephone,jun,fri,220.0,4,999,0,nonexistent,no
5273,29,management,single,university.degree,no,no,no,cellular,nov,wed,62.0,1,999,0,nonexistent,no
5274,53,admin.,married,university.degree,unknown,yes,no,cellular,may,wed,124.0,1,999,1,failure,no
5275,35,blue-collar,married,basic.4y,no,yes,no,telephone,may,tue,125.0,4,999,0,nonexistent,no
5276,33,blue-collar,married,basic.9y,no,yes,yes,cellular,may,tue,341.0,1,999,0,nonexistent,no
5277,31,housemaid,married,university.degree,no,yes,yes,cellular,aug,thu,208.0,4,999,0,nonexistent,no
5278,44,blue-collar,single,unknown,no,yes,no,cellular,nov,wed,198.0,1,999,0,nonexistent,no
5279,49,management,married,university.degree,no,no,no,cellular,nov,mon,96.0,1,999,0,nonexistent,no
5280,39,blue-collar,married,basic.6y,no,yes,no,telephone,may,fri,308.0,1,999,0,nonexistent,no
5281,36,services,married,university.degree,no,yes,no,cellular,may,mon,97.0,2,999,1,failure,no
5282,32,services,married,high.school,no,yes,no,cellular,may,fri,76.0,1,999,0,nonexistent,no
5283,30,admin.,single,high.school,no,no,no,cellular,may,mon,133.0,1,999,0,nonexistent,no
5284,56,retired,married,basic.4y,unknown,no,no,cellular,aug,wed,687.0,2,999,0,nonexistent,no
5285,31,self-employed,married,university.degree,no,no,no,telephone,may,wed,108.0,2,999,0,nonexistent,no
5286,50,blue-collar,married,basic.4y,no,no,no,cellular,aug,mon,79.0,3,999,0,nonexistent,no
5287,28,services,single,high.school,no,yes,no,cellular,jul,fri,273.0,1,999,0,nonexistent,no
5288,28,blue-collar,married,basic.9y,no,no,no,telephone,jul,tue,400.0,8,999,0,nonexistent,no
5289,59,housemaid,divorced,university.degree,no,no,no,cellular,jul,tue,367.0,1,999,0,nonexistent,no
5290,34,services,married,high.school,no,yes,no,telephone,may,fri,69.0,1,999,0,nonexistent,no
5291,57,blue-collar,divorced,unknown,unknown,yes,no,telephone,may,fri,369.0,1,999,0,nonexistent,no
5292,57,housemaid,married,basic.4y,no,yes,no,cellular,aug,wed,153.0,1,999,0,nonexistent,no
5293,50,services,divorced,high.school,no,yes,no,cellular,may,thu,199.0,15,999,0,nonexistent,no
5294,50,technician,married,university.degree,no,yes,no,cellular,aug,mon,204.0,5,999,0,nonexistent,no
5295,57,admin.,divorced,basic.9y,no,no,no,telephone,may,wed,283.0,3,999,0,nonexistent,no
5296,37,blue-collar,married,basic.9y,unknown,unknown,unknown,cellular,may,mon,170.0,3,999,1,failure,no
5297,30,unknown,married,professional.course,no,no,no,cellular,may,mon,399.0,1,999,0,nonexistent,no
5298,41,blue-collar,divorced,basic.4y,no,no,no,telephone,may,fri,91.0,3,999,0,nonexistent,no
5299,49,blue-collar,married,basic.4y,no,no,no,cellular,nov,tue,34.0,1,999,1,failure,no
5300,40,admin.,married,high.school,no,yes,no,cellular,nov,tue,134.0,1,999,0,nonexistent,no
5301,37,management,married,university.degree,no,yes,no,telephone,nov,fri,97.0,2,999,0,nonexistent,no
5302,31,technician,married,professional.course,no,yes,yes,cellular,aug,wed,184.0,1,999,0,nonexistent,no
5303,36,technician,single,high.school,no,yes,no,cellular,may,thu,229.0,1,999,0,nonexistent,no
5304,51,self-employed,married,university.degree,unknown,no,no,telephone,jun,tue,143.0,1,999,0,nonexistent,no
5305,31,technician,single,professional.course,no,yes,yes,cellular,aug,fri,73.0,1,999,0,nonexistent,no
5306,47,technician,married,professional.course,unknown,no,yes,cellular,jul,tue,106.0,1,999,0,nonexistent,no
5307,31,services,married,high.school,no,no,no,cellular,jul,mon,624.0,5,999,0,nonexistent,no
5308,35,admin.,married,high.school,unknown,yes,yes,telephone,may,tue,236.0,1,999,0,nonexistent,no
5309,39,admin.,married,high.school,no,no,no,cellular,may,thu,806.0,1,999,0,nonexistent,no
5310,33,admin.,married,university.degree,no,yes,no,cellular,sep,thu,234.0,1,999,0,nonexistent,no
5311,30,admin.,married,unknown,no,no,no,cellular,jul,mon,220.0,6,999,0,nonexistent,no
5312,30,admin.,single,university.degree,no,no,no,cellular,jun,tue,482.0,2,999,0,nonexistent,yes
5313,50,admin.,single,high.school,no,yes,no,cellular,jul,wed,180.0,1,999,0,nonexistent,no
5314,45,admin.,married,university.degree,unknown,no,no,telephone,may,tue,209.0,1,999,0,nonexistent,no
5315,42,admin.,married,university.degree,unknown,yes,no,telephone,jun,thu,160.0,2,999,0,nonexistent,no
5316,52,admin.,divorced,university.degree,unknown,yes,yes,cellular,jul,tue,201.0,9,999,0,nonexistent,no
5317,29,technician,single,university.degree,no,unknown,unknown,telephone,may,mon,147.0,1,999,0,nonexistent,no
5318,30,services,married,basic.9y,no,yes,no,cellular,nov,thu,326.0,1,999,0,nonexistent,no
5319,42,admin.,divorced,university.degree,no,no,no,telephone,jun,wed,140.0,1,999,0,nonexistent,no
5320,40,management,married,university.degree,no,no,no,cellular,aug,mon,162.0,1,999,1,failure,no
5321,31,self-employed,married,university.degree,no,yes,no,cellular,nov,wed,118.0,1,999,0,nonexistent,no
5322,31,admin.,single,university.degree,no,yes,no,telephone,may,thu,309.0,2,999,0,nonexistent,no
5323,41,admin.,married,university.degree,no,yes,no,cellular,nov,tue,95.0,1,3,1,success,yes
5324,27,admin.,single,university.degree,no,no,no,cellular,may,thu,94.0,1,999,0,nonexistent,no
5325,27,management,single,university.degree,no,yes,no,telephone,may,tue,134.0,2,999,0,nonexistent,no
5326,77,retired,divorced,basic.4y,no,no,no,cellular,may,tue,393.0,1,999,0,nonexistent,yes
5327,37,admin.,single,high.school,no,no,no,telephone,jun,wed,61.0,1,999,0,nonexistent,no
5328,52,management,married,university.degree,no,yes,yes,cellular,nov,mon,172.0,3,999,0,nonexistent,no
5329,41,blue-collar,married,basic.9y,no,yes,no,cellular,jul,thu,473.0,1,999,0,nonexistent,no
5330,44,admin.,married,high.school,no,no,no,cellular,jul,mon,101.0,1,999,0,nonexistent,no
5331,41,admin.,married,university.degree,no,yes,no,cellular,aug,thu,266.0,1,999,0,nonexistent,no
5332,41,technician,married,professional.course,no,yes,no,cellular,nov,mon,185.0,2,999,0,nonexistent,no
5333,28,services,married,high.school,no,yes,no,cellular,jul,tue,333.0,1,999,0,nonexistent,no
5334,30,blue-collar,single,basic.6y,no,no,no,cellular,jul,fri,252.0,1,999,0,nonexistent,no
5335,39,entrepreneur,married,university.degree,no,unknown,unknown,cellular,nov,fri,146.0,4,999,0,nonexistent,no
5336,57,technician,married,university.degree,no,no,no,cellular,aug,thu,259.0,2,999,0,nonexistent,no
5337,76,retired,married,basic.4y,no,yes,no,cellular,aug,fri,345.0,2,999,0,nonexistent,yes
5338,54,retired,divorced,university.degree,no,no,yes,cellular,nov,fri,138.0,6,999,0,nonexistent,no
5339,33,services,married,high.school,no,yes,yes,cellular,nov,thu,422.0,1,999,0,nonexistent,no
5340,30,admin.,single,university.degree,no,no,no,telephone,may,wed,819.0,1,999,0,nonexistent,yes
5341,38,admin.,married,university.degree,no,yes,no,cellular,jul,mon,124.0,3,999,0,nonexistent,no
5342,55,entrepreneur,divorced,university.degree,no,yes,yes,telephone,jun,mon,579.0,2,999,0,nonexistent,no
5343,49,housemaid,single,high.school,unknown,yes,no,telephone,may,wed,85.0,2,999,0,nonexistent,no
5344,46,entrepreneur,married,university.degree,unknown,no,yes,telephone,jul,mon,126.0,4,999,0,nonexistent,no
5345,45,self-employed,married,university.degree,unknown,no,no,telephone,jun,thu,108.0,2,999,0,nonexistent,no
5346,40,admin.,married,professional.course,no,yes,yes,cellular,jul,thu,203.0,6,999,0,nonexistent,no
5347,38,blue-collar,single,university.degree,no,no,no,cellular,jul,wed,176.0,1,999,0,nonexistent,no
5348,49,blue-collar,married,basic.4y,no,yes,no,telephone,aug,thu,158.0,1,999,0,nonexistent,no
5349,37,blue-collar,married,basic.4y,no,yes,no,cellular,apr,wed,281.0,1,5,1,success,no
5350,49,blue-collar,married,basic.9y,unknown,no,no,telephone,jun,thu,1149.0,2,999,0,nonexistent,yes
5351,36,self-employed,single,university.degree,no,no,no,cellular,jul,wed,540.0,6,999,0,nonexistent,yes
5352,35,admin.,single,university.degree,no,no,no,cellular,aug,tue,332.0,2,999,0,nonexistent,no
5353,35,technician,single,professional.course,no,yes,no,cellular,aug,wed,156.0,2,999,0,nonexistent,no
5354,46,blue-collar,unknown,unknown,no,no,no,cellular,may,thu,162.0,7,999,0,nonexistent,no
5355,36,blue-collar,married,basic.9y,no,no,no,cellular,may,tue,151.0,1,999,0,nonexistent,no
5356,34,technician,single,professional.course,unknown,yes,no,cellular,jul,mon,224.0,4,999,0,nonexistent,no
5357,29,management,married,university.degree,no,yes,no,cellular,aug,thu,75.0,1,4,2,success,no
5358,34,admin.,married,university.degree,no,yes,no,cellular,may,tue,442.0,2,999,1,failure,no
5359,48,technician,married,professional.course,no,yes,no,cellular,jul,tue,136.0,3,999,0,nonexistent,no
5360,34,admin.,single,university.degree,no,yes,no,cellular,aug,wed,113.0,3,999,0,nonexistent,no
5361,57,retired,married,basic.4y,no,no,no,telephone,jun,fri,14.0,2,999,0,nonexistent,no
5362,34,technician,single,professional.course,no,no,no,cellular,aug,wed,211.0,1,999,0,nonexistent,yes
5363,38,admin.,married,university.degree,no,yes,no,cellular,aug,tue,194.0,5,999,0,nonexistent,no
5364,53,retired,married,basic.9y,no,yes,no,telephone,may,fri,154.0,2,999,0,nonexistent,no
5365,28,admin.,married,professional.course,no,no,no,cellular,jul,fri,549.0,2,999,0,nonexistent,no
5366,28,blue-collar,single,basic.9y,no,no,no,telephone,jul,wed,137.0,16,999,0,nonexistent,no
5367,39,admin.,divorced,high.school,no,no,no,telephone,jul,mon,210.0,3,999,0,nonexistent,no
5368,41,self-employed,married,university.degree,no,yes,no,cellular,apr,thu,884.0,1,999,1,failure,no
5369,53,management,married,university.degree,no,yes,no,cellular,nov,fri,319.0,3,999,0,nonexistent,no
5370,38,entrepreneur,married,university.degree,no,yes,no,cellular,aug,fri,633.0,1,16,1,success,yes
5371,26,technician,single,basic.9y,no,no,no,cellular,may,fri,62.0,1,999,1,failure,no
5372,55,self-employed,married,basic.9y,no,yes,no,cellular,may,thu,1191.0,1,999,0,nonexistent,no
5373,58,technician,married,basic.4y,no,yes,no,telephone,oct,wed,88.0,1,999,0,nonexistent,no
5374,45,management,married,university.degree,no,yes,no,cellular,aug,wed,88.0,2,999,0,nonexistent,no
5375,59,services,married,high.school,no,yes,no,cellular,jul,thu,362.0,1,999,0,nonexistent,no
5376,57,retired,married,basic.6y,no,no,no,cellular,may,thu,100.0,3,999,1,failure,no
5377,49,management,married,university.degree,no,yes,no,cellular,apr,thu,387.0,1,999,0,nonexistent,yes
5378,35,entrepreneur,married,university.degree,no,yes,yes,telephone,may,thu,477.0,1,999,0,nonexistent,no
5379,33,technician,divorced,professional.course,no,yes,no,cellular,jul,mon,72.0,4,999,0,nonexistent,no
5380,40,admin.,divorced,university.degree,no,yes,no,cellular,aug,wed,302.0,2,999,0,nonexistent,no
5381,33,blue-collar,married,basic.6y,unknown,no,no,cellular,may,wed,320.0,1,999,0,nonexistent,no
5382,48,blue-collar,married,professional.course,no,no,no,telephone,may,fri,120.0,2,999,0,nonexistent,no
5383,26,admin.,single,university.degree,no,no,yes,cellular,jul,tue,148.0,4,999,0,nonexistent,no
5384,35,services,married,university.degree,no,yes,no,cellular,aug,thu,122.0,1,999,0,nonexistent,no
5385,45,services,married,high.school,unknown,no,no,cellular,jul,tue,70.0,1,999,0,nonexistent,no
5386,28,admin.,married,university.degree,no,no,no,cellular,aug,fri,161.0,4,999,0,nonexistent,no
5387,31,blue-collar,single,basic.9y,no,yes,no,cellular,jul,tue,442.0,1,999,0,nonexistent,no
5388,52,blue-collar,married,basic.9y,unknown,no,no,cellular,may,mon,695.0,2,999,0,nonexistent,no
5389,60,retired,divorced,high.school,no,yes,no,cellular,jul,fri,55.0,1,999,0,nonexistent,no
5390,30,blue-collar,single,basic.4y,unknown,yes,no,telephone,jun,tue,256.0,1,999,0,nonexistent,no
5391,35,technician,single,professional.course,unknown,yes,no,cellular,jul,thu,105.0,5,999,0,nonexistent,no
5392,39,admin.,married,high.school,no,no,no,cellular,may,tue,109.0,1,999,0,nonexistent,no
5393,57,retired,married,university.degree,unknown,no,no,telephone,may,wed,203.0,1,999,0,nonexistent,no
5394,35,admin.,single,university.degree,no,no,no,cellular,jul,fri,391.0,5,4,1,success,yes
5395,36,entrepreneur,single,basic.9y,unknown,yes,yes,cellular,may,thu,75.0,3,999,0,nonexistent,no
5396,44,technician,married,professional.course,unknown,no,no,telephone,may,thu,203.0,1,999,0,nonexistent,no
5397,26,technician,married,basic.6y,no,no,yes,telephone,may,tue,261.0,1,999,0,nonexistent,no
5398,49,admin.,married,university.degree,no,no,no,cellular,nov,tue,163.0,1,999,1,failure,no
5399,46,blue-collar,married,basic.9y,no,yes,no,telephone,may,tue,145.0,1,999,0,nonexistent,no
5400,48,admin.,married,high.school,no,no,yes,telephone,jun,tue,183.0,4,999,0,nonexistent,no
5401,32,admin.,single,university.degree,no,no,no,cellular,aug,wed,172.0,1,999,0,nonexistent,no
5402,28,services,married,high.school,no,yes,no,cellular,jul,thu,69.0,6,999,0,nonexistent,no
5403,36,blue-collar,married,basic.9y,no,yes,no,telephone,may,fri,31.0,6,999,0,nonexistent,no
5404,41,blue-collar,married,basic.9y,no,no,no,cellular,jul,tue,184.0,4,999,0,nonexistent,no
5405,32,admin.,single,university.degree,no,yes,yes,cellular,aug,mon,326.0,3,999,0,nonexistent,no
